Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks,CoordinatesDecimal,Distance,Source
,AL,NPP,Elbasan,Elbasan,EL,RL,-23-----,1101,,4106N 02004E,,"41.10000,20.06667",2,UN/LOCODE
,AL,ROM,Romano Port,Romano Port,02,RL,1-3-----,1901,,4122N 01925E,,"41.36667,19.41667",N/A (no Nominatim),UN/LOCODE
,AL,SAR,Sarandë,Sarande,SR,RL,1-------,0212,,3953N 02000E,,"39.88333,20.00000",1,UN/LOCODE
,AL,SHG,Shëngjin,Shengjin,LE,RL,1-------,0212,,4148N 01934E,,"41.80000,19.56667",3,UN/LOCODE
,AL,SHK,Shkoder,Shkoder,,RL,--3-----,0901,,4204N 01931E,,"42.06667,19.51667",0,UN/LOCODE
,AL,SHZ,Shkozet,Shkozet,KA,RL,-----6--,1201,,4106N 01934E,,"41.1004725,19.5729639",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/728422419#map=12/41.1004725/19.5729639
,AL,TEN,Tenes,Tenes,,RL,0-------,8910,,,,,N/A,N/A
,AL,TIA,Tirana,Tirana,,AI,---45---,9601,,4120N 01949E,,"41.3281482,19.8184435",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1250106
,AL,VOA,Vlorë,Vlore,VL,RL,1-------,1501,,4028N 01929E,,"40.46667,19.48333",1,UN/LOCODE
,AL,VOR,Vore,Vore,TR,RL,--3-----,1501,,4123N 01939E,,"41.38333,19.65000",1,UN/LOCODE
,AM,A3A,Aparan,Aparan,AG,RL,--3-----,1601,,4035N 04421E,,"40.58333,44.35000",1,UN/LOCODE
,AM,ABO,Abovyan,Abovyan,,RL,-2------,0207,,4016N 04438E,,"40.2714761,44.6333951",13,https://www.openstreetmap.org/relation/7846009
,AM,AHU,Akhuryan,Akhuryan,,QQ,-2------,8012,,4047N 04354E,,"40.7812656,43.8996897",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/1031910053#map=12/40.7812656/43.8996897
,AM,ARA,Ararat,Ararat,,RL,-2------,0207,,3950N 04441E,,"39.83333,44.68333",3,UN/LOCODE
,AM,ARG,Aragatsotn,Aragatsotn,,RL,-----6--,1107,,4015N 04410E,,"40.25000,44.16667",1,UN/LOCODE
,AM,ARM,Masis,Masis,AR,RL,-23--6--,0901,,4001N 04429E,,"40.01667,44.48333",6,UN/LOCODE
,AM,ARV,Armavir,Armavir,,RL,-----6--,1107,,4009N 04401E,,"40.15000,44.01667",2,UN/LOCODE
,AM,ASH,Ashtarak,Ashtarak,ER,RL,--3-----,1101,,4018N 04421E,,"40.30000,44.35000",2,UN/LOCODE
,AM,BRD,Berd,Berd,,RL,-----6--,1107,,4052N 04523E,,"40.86667,45.38333",2,UN/LOCODE
,AM,BYU,Byureghavan,Byureghavan,KT,RL,--3-----,1101,,4018N 04435E,,"40.30000,44.58333",2,UN/LOCODE
,AM,DIL,Dilijan,Dilijan,,RL,-----6--,1201,,4044N 04452E,,"40.73333,44.86667",1,UN/LOCODE
,AM,EVN,Yerevan,Yerevan,ER,AI,-2345---,0907,,4011N 04431E,,"40.18333,44.51667",8,UN/LOCODE
,AM,EZN,Ecmiadzin,Ecmiadzin,,RL,--3-----,0207,,4009N 04417E,,"40.15000,44.28333",2,UN/LOCODE
,AM,GRS,Goris,Goris,,RL,-----6--,1107,,3930N 04620E,,"39.50000,46.33333",1,UN/LOCODE
,AM,HRA,Hrazdan,Hrazdan,KT,AM,-23-----,2101,,4032N 04446E,,"40.53333,44.76667",2,UN/LOCODE
,AM,JER,Jermuk,Jermuk,VD,RL,1----6--,1007,,3950N 04540E,,"39.8388185,45.6712635",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/177199402#map=12/39.8388185/45.6712635
,AM,KJN,Kajaran,Kajaran,,RL,-23-----,1307,,3909N 04609E,,"39.15000,46.15000",0,UN/LOCODE
,AM,KPN,Kapan,Kapan,SU,RL,--3-----,1501,,3912N 04624E,,"39.20000,46.40000",1,UN/LOCODE
,AM,LWN,Gyumri,Gyumri,,AI,---4----,0212,,4048N 04350E,,"40.80000,43.83333",2,UN/LOCODE
,AM,MMA,Mets Masrik,Mets Masrik,GR,RL,--3-----,1807,,4013N 04546E,,"40.21667,45.76667",0,UN/LOCODE
,AM,MTR,Metsamor,Metsamor,ER,RL,-----6--,1901,,4004N 04417E,,"40.06667,44.28333",1,UN/LOCODE
,AM,RN4,Rind,Rind,VD,RL,--3-----,1501,,3945N 04510E,,"39.75000,45.16667",2,UN/LOCODE
,AM,SPI,Spitak,Spitak,LO,RL,--3-----,1101,,4050N 04416E,,"40.83333,44.26667",0,UN/LOCODE
,AM,VED,Vedi,Vedi,AR,RL,--3-----,1601,,3954N 04443E,,"39.90000,44.71667",2,UN/LOCODE
,AM,VZR,Vanadzor,Vanadzor,,RL,--3-----,0207,,4048N 04428E,,"40.80000,44.46667",2,UN/LOCODE
,AO,ANL,Andulo,Andulo,,AI,---4----,9912,,1129S 01642E,,"-11.4872704,16.6979384",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668140647#map=12/-11.4872704/16.6979384
,AO,ARO,Armada Olombendo FPSO,Armada Olombendo FPSO,ZAI,RL,------7-,1801,,0604S 01121E,,"-6.06667,11.35000",N/A (no Nominatim),UN/LOCODE
,AO,ARZ,N'Zeto,N'Zeto,,AI,---4----,9912,,0714S 01252E,,"-7.2315951,12.8685053",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/331385742#map=12/-7.2315951/12.8685053
,AO,AZZ,Ambriz,Ambriz,,AI,1--4----,9601,,0751S 01306E,,"-7.8443120,13.1064930",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2124653703#map=12/-7.8443120/13.1064930
,AO,BAB,Baba,Baba,,RL,1-------,0901,,1450S 01214E,,"-14.83333,12.23333",1,UN/LOCODE
,AO,BDD,Barra do Dande,Barra do Dande,,RL,1-------,0103,,0828S 01322E,,"-8.4714533,13.3686966",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/1148114086#map=12/-8.4714533/13.3686966
,AO,BDT,Baía dos Tigres,Baia dos Tigres,,RL,1-------,0212,,1636S 01144E,,"-16.60000,11.73333",1,UN/LOCODE
,AO,BEL,Belas,Belas,LUA,RL,--3-----,1707,,0906S 01310E,,"-9.1033375,13.1745454",21,https://www.openstreetmap.org/relation/8665098
,AO,BUG,Benguela,Benguela,,AI,1--4----,9601,,1235S 01324E,,"-12.5790048,13.4037117",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/331385969#map=12/-12.5790048/13.4037117
,AO,CAB,Cabinda,Cabinda,,AI,1--4----,9601,,0533S 01212E,,"-5.5576435,12.1919468",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/279009752#map=12/-5.5576435/12.1919468
,AO,CAV,Cazombo,Cazombo,,AI,---4----,9601,,1154S 02254E,,"-11.8981934,22.9061022",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/561106241#map=12/-11.8981934/22.9061022
,AO,CBT,Catumbela,Catumbela,,AI,---4----,9912,,1226S 01333E,,"-12.4334253,13.5430480",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/10977443177#map=12/-12.4334253/13.5430480
,AO,CEO,Waku Kungo,Waku Kungo,,AI,---4----,0212,,1121S 01507E,,"-11.35000,15.11667",N/A (no Nominatim),UN/LOCODE
,AO,CFF,Cafunfo,Cafunfo,,AI,---4----,9912,,0846S 01800E,,"-8.7676566,18.0014181",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668026961#map=12/-8.7676566/18.0014181
,AO,CLV,CLOV FPSO,CLOV FPSO,,RL,------7-,1407,,0727S 01134E,,"-7.45000,11.56667",N/A (no Nominatim),UN/LOCODE
,AO,CNZ,Cangamba,Cangamba,,AI,---4----,9912,,1342S 01952E,,"-13.6948633,19.8595860",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2052638496#map=12/-13.6948633/19.8595860
,AO,CPO,Capulo,Capulo,,RL,1-------,0901,,0759S 01310E,,"-7.98333,13.16667",3,UN/LOCODE
,AO,CTI,Cuito Cuanavale,Cuito Cuanavale,,AI,---4----,9912,,1510S 01910E,,"-15.1630289,19.1727434",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/669003924#map=12/-15.1630289/19.1727434
,AO,CUI,Cuio,Cuio,,RL,1-------,0901,,1259S 01259E,,"-12.98333,12.98333",255,UN/LOCODE
,AO,DAL,Dalia,Dalia,,RL,1-------,0307,,0741S 01147E,,"-7.68333,11.78333",N/A (no Nominatim),UN/LOCODE
,AO,DGR,Dombe Grande,Dombe Grande,,RL,1-------,0103,,1257S 01306E,,"-12.9426137,13.0937485",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2814839728#map=12/-12.9426137/13.0937485
,AO,DRC,Dirico,Dirico,,AI,---4----,9912,,1759S 02047E,,"-17.9847024,20.7769309",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2099521724#map=12/-17.9847024/20.7769309
,AO,DUE,Dundo,Dundo,,AI,---4----,9912,,0723S 02050E,,"-7.3810860,20.8337990",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668066114#map=12/-7.3810860/20.8337990
,AO,ETN,Essungo Terminal,Essungo Terminal,,RL,1-------,0901,,0620S 01210E,,"-6.33333,12.16667",N/A (no Nominatim),UN/LOCODE
,AO,FBY,Farta Bay,Farta Bay,,RL,1-------,0901,,1237S 01312E,,"-12.61667,13.20000",N/A (no Nominatim),UN/LOCODE
,AO,FLT,Futila Terminal,Futila Terminal,,RL,1-------,0901,,0527S 01211E,,"-5.45000,12.18333",N/A (no Nominatim),UN/LOCODE
,AO,GGC,Lumbala,Lumbala,,AI,---4----,9912,,1406S 02126E,,"-14.1017843,21.4334366",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2097639559#map=12/-14.1017843/21.4334366
,AO,GIM,Gimboa,Gimboa,,RL,1-------,1107,,0732S 01210E,,"-7.53333,12.16667",N/A (no Nominatim),UN/LOCODE
,AO,GIR,Girassol Terminal,Girassol Terminal,,RL,1-------,0901,,0738S 01141E,,"-7.63333,11.68333",N/A (no Nominatim),UN/LOCODE
,AO,GPO,Greater Plutonio,Greater Plutonio,,RL,1-------,1601,,0750S 01207E,,"-7.83333,12.11667",N/A (no Nominatim),UN/LOCODE
,AO,GXG,Negage,Negage,,AI,---4----,9912,,0746S 01516E,,"-7.7661309,15.2685532",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668900981#map=12/-7.7661309/15.2685532
,AO,JMB,Jamba,Jamba,,AI,---4----,9601,,1727S 02236E,,"-17.455833,22.596389",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q6127774
,AO,KNP,Capanda,Capanda,,AI,---4----,9912,,0946S 01527E,,"-9.7744360,15.4449394",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2123967326#map=12/-9.7744360/15.4449394
,AO,KTI,Kiame Terminal,Kiame Terminal,,RL,1-------,0901,,,,,N/A,N/A
,AO,LAA,Cacongo,Cacongo,CAB,AS,--3-----,0103,,0514S 01209E,,"-5.23333,12.15000",2,UN/LOCODE
,AO,LAD,Luanda,Luanda,,AI,1--45---,9601,,0850S 01315E,,"-8.8272699,13.2439512",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/693999814#map=12/-8.8272699/13.2439512
,AO,LBT,Lombo Terminal,Lombo Terminal,,RL,1-------,0901,,0659S 01221E,,"-6.98333,12.35000",N/A (no Nominatim),UN/LOCODE
,AO,LBZ,Lukapa,Lukapa,,AI,---4----,9912,,0825S 02044E,,"-8.4195244,20.7410918",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668065028#map=12/-8.4195244/20.7410918
,AO,LIE,Lieura,Lieura,,QQ,1-------,8103,,,,,N/A,N/A
,AO,LOB,Lobito,Lobito,,RL,1---5---,0103,,1221S 01333E,,"-12.3506867,13.5464318",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/279010461#map=12/-12.3506867/13.5464318
,AO,LUC,Lucira,Lucira,,RL,1-3-----,0103,,1352S 01231E,,"-13.8654983,12.5248067",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/7911300857#map=12/-13.8654983/12.5248067
,AO,LUO,Luena,Luena,,AI,---4----,9912,,1147S 01955E,,"-11.7790355,19.9122676",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/349039206#map=12/-11.7790355/19.9122676
,AO,LZM,Luzamba,Luzamba,,AI,---4----,9912,,0909S 01803E,,"-9.1472811,18.0431019",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/701539851#map=12/-9.1472811/18.0431019
,AO,MAL,Malongo,Malongo,,RL,0-------,9012,,0524S 01213E,,"-5.3918137,12.2101932",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/352835608#map=12/-5.3918137/12.2101932
,AO,MDZ,Maquela Do Zombo,Maquela Do Zombo,UIG,RL,--3-----,1601,,0604S 01506E,,"-6.06667,15.10000",1,UN/LOCODE
,AO,MEG,Malange,Malange,,AI,---4----,9601,,0932S 01620E,,"-9.54015,16.34096",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q621001
,AO,MLO,Malembo,Malembo,,RL,--3-----,9811,,0522S 01213E,,"-5.3707466,12.2102581",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2245958754#map=12/-5.3707466/12.2102581
,AO,MOS,Mocamedes,Mocamedes,,RL,--3-----,0901,,1510S 01209E,,"-15.16667,12.15000",3,UN/LOCODE
,AO,MSZ,Namibe,Namibe,,AI,1--4----,9506,,1512S 01209E,,"-15.1950640,12.1458085",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/331386368#map=12/-15.1950640/12.1458085
,AO,MTL,Matala,Matala,HUI,RL,--3-----,1601,,1444S 01502E,,"-14.73333,15.03333",1,UN/LOCODE
,AO,NDD,Sumbe,Sumbe,,AI,1-34----,9506,,1112S 01350E,,"-11.2019365,13.8396845",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/331385964#map=12/-11.2019365/13.8396845
,AO,NDF,N'dalatando,N'dalatando,CNO,AI,---4----,0212,,0918S 01455E,,"-9.30000,14.91667",0,UN/LOCODE
,AO,NGV,Ondjiva,Ondjiva,CNN,AI,---4----,0212,,1704S 01544E,,"-17.06667,15.73333",1,UN/LOCODE
,AO,NOV,Huambo,Huambo,,AI,---4----,9912,,1247S 01544E,,"-12.7772455,15.7346713",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/279010032#map=12/-12.7772455/15.7346713
,AO,NQI,Nóqui,Noqui,,RL,123-----,0901,,0551S 01326E,,"-5.85000,13.43333",3,UN/LOCODE
,AO,NRQ,N'Riquinha,N'Riquinha,,AI,---4----,9912,,,,,N/A,N/A
,AO,NTO,N'Zeto,N'Zeto,ZAI,AS,1-3-----,0901,,0714S 01252E,,"-7.23333,12.86667",0,UN/LOCODE
,AO,NZA,Nzagi,Nzagi,,AI,---4----,9912,,0742S 02122E,,"-7.6962734,21.3670669",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/1709770267#map=12/-7.6962734/21.3670669
,AO,PAT,Palanca Terminal,Palanca Terminal,,RL,1-------,9506,,0657S 01224E,,"-6.95,12.4",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q111387564
,AO,PAZ,Pazflor FPSO,Pazflor FPSO,,RL,------7-,1107,,0821S 01206E,,"-8.35000,12.10000",N/A (no Nominatim),UN/LOCODE
,AO,PBN,Porto Amboim,Porto Amboim,,AI,1-------,9601,,1044S 01345E,,"-10.7279102,13.7578988",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/352680227#map=12/-10.7279102/13.7578988
,AO,PGI,Chitato,Chitato,,AI,---4----,9912,,0721S 02049E,,"-7.3446900,20.8200810",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/9709477031#map=12/-7.3446900/20.8200810
,AO,PLE,Tombua,Tombua,NAM,AS,1-3-----,0103,,1549S 01151E,,"-15.81667,11.85000",2,UN/LOCODE
,AO,PSA,Porto Saco (Portosalazar),Porto Saco (Portosalazar),,RL,1-------,0901,,1508S 01208E,,"-15.13333,12.13333",N/A (no Nominatim),UN/LOCODE
,AO,RSN,River Sao Nicolau,River Sao Nicolau,,RL,1-------,0901,,1415S 01220E,,"-14.25000,12.33333",N/A (no Nominatim),UN/LOCODE
,AO,SBT,Saxi Batuque FPSO,Saxi Batuque FPSO,,RL,------7-,1201,,0619S 01113E,,"-6.31667,11.21667",N/A (no Nominatim),UN/LOCODE
,AO,SDD,Lubango,Lubango,,AI,---4----,9912,,1455S 01329E,,"-14.9195617,13.4897509",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/11162239
,AO,SOQ,Soyo-Quinfuquena Terminal,Soyo-Quinfuquena Terminal,,RL,1-------,9506,,,,,N/A,N/A
,AO,SPP,Menongue,Menongue,,AI,---4----,9912,,1440S 01741E,,"-14.6610713,17.6820336",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668130569#map=12/-14.6610713/17.6820336
,AO,SSY,M'banza Congo,M'banza Congo,,AI,---4----,9912,,0616S 01415E,,"-6.2678204,14.2417957",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668897842#map=12/-6.2678204/14.2417957
,AO,STC,Santa Clara,Santa Clara,UIG,RL,--3--6--,1107,,1723S 01553E,,"-17.3826560,15.8887410",1121,https://www.openstreetmap.org/node/1942500917#map=12/-17.3826560/15.8887410
,AO,STL,Sazaire Terminal,Sazaire Terminal,,RL,1-------,0901,,0605S 01223E,,"-6.08333,12.38333",N/A (no Nominatim),UN/LOCODE
,AO,SVP,Kuito,Kuito,,AI,---4----,9912,,1223S 01656E,,"-12.3849374,16.9390022",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/279010365#map=12/-12.3849374/16.9390022
,AO,SZA,Soyo,Soyo,,AI,1--4----,9912,,0608S 01222E,,"-6.1387951,12.3690144",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/2051103707#map=12/-6.1387951/12.3690144
,AO,TAK,Takula Terminal,Takula Terminal,,RL,1-------,9506,,0513S 01147E,,"-5.216667,11.783333",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q111386525
,AO,UAL,Luau,Luau,,AI,---4----,9912,,1042S 02214E,,"-10.7025518,22.2275381",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/668074709#map=12/-10.7025518/22.2275381
,AO,UGO,Uíge,Uige,,AI,---4----,0212,,0737S 01503E,,"-7.61667,15.05000",1,UN/LOCODE
,AO,VHC,Saurimo,Saurimo,,AI,---4----,9912,,0940S 02024E,,"-9.6589303,20.3981118",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/293386732#map=12/-9.6589303/20.3981118
,AO,VNA,Viana,Viana,LUA,RL,--3-----,1607,,0854S 01322E,,"-8.90000,13.36667",1,UN/LOCODE
,AO,VPE,Ongiva,Ongiva,,AI,---4----,9912,,1704S 01544E,,"-17.06667,15.73333",N/A (coordinate of another UN/LOCODE used),AONGV
,AO,XGN,Xangongo,Xangongo,,AI,---4----,9912,,1645S 01459E,,"-16.7437343,14.9758269",N/A (no UN/LOCODE),https://www.openstreetmap.org/way/1188727306#map=12/-16.7437343/14.9758269
,AQ,ABA,Aboa,Aboa,,RL,1-------,0507,,7303S 01325W,,"-73.05000,-13.41667",N/A (no Nominatim),UN/LOCODE
,AQ,AMS,Amundsen-Scott,Amundsen-Scott,,RL,--3-----,0507,,8959S 13916E,,"-89.98333,139.26667",N/A (no Nominatim),UN/LOCODE
,AQ,APT,Arturo Prat,Arturo Prat,,RL,1-------,0507,,6230S 05941W,,"-62.50000,-59.68333",N/A (no Nominatim),UN/LOCODE
,AQ,ARC,Arctowski,Arctowski,,RL,1-------,0507,,6209S 05828W,,"-62.15000,-58.46667",N/A (no Nominatim),UN/LOCODE
,AQ,ART,Artigas,Artigas,,RL,1-------,0507,,6211S 05854W,,"-62.18333,-58.90000",N/A (no Nominatim),UN/LOCODE
,AQ,BEL,Belgrano II,Belgrano II,,RL,--3-----,0507,,7752S 03437W,,"-77.86667,-34.61667",N/A (no Nominatim),UN/LOCODE
,AQ,BHN,Bellingshausen,Bellingshausen,,RL,1-------,0507,,6211S 05857W,,"-62.18333,-58.95000",N/A (no Nominatim),UN/LOCODE
,AQ,CAS,Casey Station,Casey Station,,RL,1-------,0907,,6617S 11031E,,"-66.28333,110.51667",N/A (no Nominatim),UN/LOCODE
,AQ,CFZ,Comandante Ferraz,Comandante Ferraz,,RL,1-------,0507,,6205S 05823W,,"-62.08333,-58.38333",N/A (no Nominatim),UN/LOCODE
,AQ,CON,Concordia,Concordia,,RL,--3-----,0507,,7506S 12323E,,"-75.10000,123.38333",N/A (no Nominatim),UN/LOCODE
,AQ,DAV,Davis Station,Davis Station,,RL,1-------,0907,,6834S 07758E,,"-68.56667,77.96667",N/A (no Nominatim),UN/LOCODE
,AQ,DDU,Dumont d'Urville Station,Dumont d'Urville Station,,RL,1-------,0907,,6639S 14000E,,"-66.65000,140.00000",N/A (no Nominatim),UN/LOCODE
,AQ,DMF,Dome Fuji,Dome Fuji,,RL,--3-----,0507,,7719S 03942E,,"-77.31667,39.70000",N/A (no Nominatim),UN/LOCODE
,AQ,DRZ,Druzhnaya 4,Druzhnaya 4,,RL,--3-----,0507,,6944S 07342E,,"-69.73333,73.70000",N/A (no Nominatim),UN/LOCODE
,AQ,ESC,Escudero,Escudero,,RL,1-------,0507,,6212S 05857W,,"-62.20000,-58.95000",N/A (no Nominatim),UN/LOCODE
,AQ,ESP,Esperanza,Esperanza,,RL,1-------,0507,,6323S 05659W,,"-63.38333,-56.98333",N/A (no Nominatim),UN/LOCODE
,AQ,GDC,Gabriel de Castilla,Gabriel de Castilla,,RL,--3-----,0507,,6259S 06041W,,"-62.98333,-60.68333",N/A (no Nominatim),UN/LOCODE
,AQ,GWL,Great Wall,Great Wall,,RL,1-------,0507,,6213S 05858W,,"-62.21667,-58.96667",N/A (no Nominatim),UN/LOCODE
,AQ,HLY,Halley,Halley,,RL,1-------,0507,,7534S 02632W,,"-75.56667,-26.53333",N/A (no Nominatim),UN/LOCODE
,AQ,JBS,Jang Bogo Station,Jang Bogo Station,,RL,1-------,1601,,7436S 16412E,,"-74.60000,164.20000",N/A (no Nominatim),UN/LOCODE
,AQ,JCP,Juan Carlos Primero,Juan Carlos Primero,,RL,1-------,0507,,6239S 06023W,,"-62.65000,-60.38333",N/A (no Nominatim),UN/LOCODE
,AQ,JUB,Jubany,Jubany,,RL,1-------,0507,,6214S 05839W,,"-62.23333,-58.65000",N/A (no Nominatim),UN/LOCODE
,AQ,KHN,Kohnen,Kohnen,,RL,1-------,0507,,7500S 00004E,,"-75.00000,0.06667",N/A (no Nominatim),UN/LOCODE
,AQ,KSG,King Sejong,King Sejong,,RL,1-------,0507,,6213S 05847W,,"-62.21667,-58.78333",N/A (no Nominatim),UN/LOCODE
,AQ,LAW,Law Base,Law Base,,RL,1-------,0507,,6923S 07623E,,"-69.38333,76.38333",N/A (no Nominatim),UN/LOCODE
,AQ,MAW,Mawson Station,Mawson Station,,RL,1-------,0907,,6736S 06252E,,"-67.60000,62.86667",N/A (no Nominatim),UN/LOCODE
,AQ,MCM,McMurdo,McMurdo,,RL,1--4----,0507,,7750S 16640E,,"-77.83333,166.66667",N/A (no Nominatim),UN/LOCODE
,AQ,MIR,Mirny,Mirny,,RL,1-------,0507,,6633S 09300E,,"-66.55000,93.00000",N/A (no Nominatim),UN/LOCODE
,AQ,MRB,Marambio,Marambio,,RL,1-------,0507,,6414S 05639W,,"-64.23333,-56.65000",N/A (no Nominatim),UN/LOCODE
,AQ,MTR,Maitri,Maitri,,RL,--3-----,0507,,7045S 01144E,,"-70.75000,11.73333",N/A (no Nominatim),UN/LOCODE
,AQ,MZU,Mario Zucchelli,Mario Zucchelli,,RL,1-------,0507,,7441S 16407E,ex Terra Nova Bay Station,"-74.68333,164.11667",N/A (no Nominatim),UN/LOCODE
,AQ,NEU,Neumayer,Neumayer,,RL,--3-----,0507,,7038S 00815W,,"-70.63333,-8.25000",N/A (no Nominatim),UN/LOCODE
,AQ,NOV,Novolazarevskaya,Novolazarevskaya,,RL,--3-----,0507,,7046S 01151E,,"-70.76667,11.85000",N/A (no Nominatim),UN/LOCODE
,AQ,OHG,General Bernardo O'higgins,General Bernardo O'higgins,,RL,1-------,0507,,6319S 05754W,,"-63.31667,-57.90000",N/A (no Nominatim),UN/LOCODE
,AQ,ORC,Orcadas,Orcadas,,RL,1-------,0507,,6044S 04444W,,"-60.73333,-44.73333",N/A (no Nominatim),UN/LOCODE
,AQ,PFS,Port Foster,Port Foster,,RL,1-------,1101,,6300S 06034W,,"-63.00000,-60.56667",N/A (no Nominatim),UN/LOCODE
,AQ,PLM,Palmer,Palmer,,RL,1-------,0507,,6446S 06403W,,"-64.76667,-64.05000",N/A (no Nominatim),UN/LOCODE
,AQ,PRO,Progress,Progress,,RL,1-------,0507,,6924S 07623E,,"-69.40000,76.38333",N/A (no Nominatim),UN/LOCODE
,AQ,ROT,Rothera,Rothera,,RL,1-------,0507,,6734S 06807W,,"-67.56667,-68.11667",N/A (no Nominatim),UN/LOCODE
,AQ,SBA,Scott Base,Scott Base,,RL,--3-----,0507,,7751S 16645E,,"-77.85000,166.75000",N/A (no Nominatim),UN/LOCODE
,AQ,SGN,Signy,Signy,,RL,1-------,0507,,6043S 04536W,,"-60.71667,-45.60000",N/A (no Nominatim),UN/LOCODE
,AQ,SMT,San Martín,San Martin,,RL,1-------,0507,,6807S 06706W,,"-68.11667,-67.10000",N/A (no Nominatim),UN/LOCODE
,AQ,SNA,SANAE IV,SANAE IV,,RL,--3-----,0507,,7140S 00249W,,"-71.66667,-2.81667",N/A (no Nominatim),UN/LOCODE
,AQ,SYW,Syowa,Syowa,,RL,1-------,0507,,6900S 03935E,,"-69.00000,39.58333",N/A (no Nominatim),UN/LOCODE
,AQ,TNM,Teniente R. Marsh,Teniente R. Marsh,,AI,---4----,0507,,6213S 05855W,,"-62.21667,-58.91667",N/A (no Nominatim),UN/LOCODE
,AQ,TOR,Tor,Tor,,RL,--3-----,0507,,7153S 00509E,,"-71.88333,5.15000",N/A (no Nominatim),UN/LOCODE
,AQ,TRL,Troll,Troll,,RL,--3-----,0507,,7200S 00232E,,"-72.00000,2.53333",N/A (no Nominatim),UN/LOCODE
,AQ,VKY,Vernadsky,Vernadsky,,RL,1-------,0507,,6514S 06415W,,"-65.23333,-64.25000",N/A (no Nominatim),UN/LOCODE
,AQ,VOS,Vostok,Vostok,,RL,--3-----,0507,,7828S 10648E,,"-78.46667,106.80000",N/A (no Nominatim),UN/LOCODE
,AQ,WSA,Wasa,Wasa,,RL,1-------,0507,,7303S 01325W,,"-73.05000,-13.41667",N/A (no Nominatim),UN/LOCODE
,AQ,ZGN,Zhongshan,Zhongshan,,RL,1-------,0507,,6922S 07623E,,"-69.36667,76.38333",N/A (no Nominatim),UN/LOCODE
,AR,ABA,Abasto,Abasto,,RL,--3-----,1101,,3458S 05805W,,"-34.96667,-58.08333",2,UN/LOCODE
,AR,AC5,Acheral,Acheral,T,RL,--3-----,1601,,2707S 06527W,,"-27.11667,-65.45000",2,UN/LOCODE
,AR,ACA,Acaraguá,Acaragua,N,RL,--3-----,1201,,2729S 05451W,,"-27.4786534,-54.8480047",27,https://www.openstreetmap.org/relation/11571242
,AR,ACF,Arrecifes,Arrecifes,B,RL,123-----,0601,,3405S 06007W,,"-34.08333,-60.11667",2,UN/LOCODE
,AR,ACS,Acassuso,Acassuso,B,RL,--3-----,1501,,3429S 05831W,,"-34.48333,-58.51667",1,UN/LOCODE
,AR,ADC,Andacollo,Andacollo,Q,RL,--3-----,1501,,3711S 07041W,,"-37.18333,-70.68333",1,UN/LOCODE
